81.3 0.136203 7.80388
81.4 0.13637 7.81342
81.5 0.136537 7.82297
81.6 0.136703 7.83252
81.7 0.13687 7.84207
81.8 0.137037 7.85161
81.9 0.137203 7.86116
82 0.13737 7.87071
82.1 0.137536 7.88025
82.2 0.137703 7.8898
82.3 0.13787 7.89935
82.4 0.138036 7.90889
82.5 0.138203 7.91844
82.6 0.138369 7.92798
82.7 0.138536 7.93753
82.8 0.138703 7.94708
82.9 0.138869 7.95662
83 0.139036 7.96617
83.1 0.139202 7.97571
83.2 0.139369 7.98525
83.3 0.139536 7.9948
83.4 0.139702 8.00434
83.5 0.139869 8.01389
83.6 0.140035 8.02343
83.7 0.140202 8.03297
83.8 0.140368 8.04252
83.9 0.140535 8.05206
84 0.140702 8.0616
84.1 0.140868 8.07115
84.2 0.141035 8.08069
84.3 0.141201 8.09023
84.4 0.141368 8.09977
84.5 0.141534 8.10932
84.6 0.141701 8.11886
84.7 0.141867 8.1284
84.8 0.142034 8.13794
84.9 0.1422 8.14748
85 0.142367 8.15702
85.1 0.142533 8.16656
85.2 0.1427 8.1761
85.3 0.142866 8.18564
85.4 0.143033 8.19519
85.5 0.143199 8.20473
85.6 0.143366 8.21427
85.7 0.143532 8.2238
85.8 0.143699 8.23334
85.9 0.143865 8.24288
86 0.144032 8.25242
86.1 0.144198 8.26196
86.2 0.144365 8.2715
86.3 0.144531 8.28104
86.4 0.144698 8.29058
86.5 0.144864 8.30012
86.6 0.145031 8.30965
86.7 0.145197 8.31919
86.8 0.145364 8.32873
86.9 0.14553 8.33827
87 0.145697 8.3478
87.1 0.145863 8.35734
87.2 0.14603 8.36688
87.3 0.146196 8.37641
87.4 0.146362 8.38595
87.5 0.146529 8.39548
87.6 0.146695 8.40502
87.7 0.146862 8.41456
87.8 0.147028 8.42409
87.9 0.147195 8.43363
88 0.147361 8.44316
88.1 0.147527 8.4527
88.2 0.147694 8.46223
88.3 0.14786 8.47177
88.4 0.148027 8.4813
88.5 0.148193 8.49083
88.6 0.148359 8.50037
88.7 0.148526 8.5099
88.8 0.148692 8.51944
88.9 0.148859 8.52897
89 0.149025 8.5385
89.1 0.149191 8.54804
89.2 0.149358 8.55757
89.3 0.149524 8.5671
89.4 0.14969 8.57663
89.5 0.149857 8.58616
89.6 0.150023 8.5957
89.7 0.15019 8.60523
89.8 0.150356 8.61476
89.9 0.150522 8.62429
90 0.150689 8.63382
90.1 0.150855 8.64335
90.2 0.151021 8.65288
90.3 0.151188 8.66241
90.4 0.151354 8.67194
90.5 0.15152 8.68147
90.6 0.151687 8.691
90.7 0.151853 8.70053
90.8 0.152019 8.71006
90.9 0.152186 8.71959
91 0.152352 8.72912
91.1 0.152518 8.73865
91.2 0.152685 8.74818
91.3 0.152851 8.75771
91.4 0.153017 8.76723
91.5 0.153183 8.77676
91.6 0.15335 8.78629
91.7 0.153516 8.79582
91.8 0.153682 8.80535
91.9 0.153849 8.81487
92 0.154015 8.8244
92.1 0.154181 8.83393
92.2 0.154347 8.84345
92.3 0.154514 8.85298
92.4 0.15468 8.8625
92.5 0.154846 8.87203
92.6 0.155012 8.88156
92.7 0.155179 8.89108
92.8 0.155345 8.90061
92.9 0.155511 8.91013
93 0.155677 8.91966
93.1 0.155844 8.92918
93.2 0.15601 8.93871
93.3 0.156176 8.94823
93.4 0.156342 8.95775
93.5 0.156509 8.96728
93.6 0.156675 8.9768
93.7 0.156841 8.98632
93.8 0.157007 8.99585
93.9 0.157173 9.00537
94 0.15734 9.01489
94.1 0.157506 9.02441
94.2 0.157672 9.03394
94.3 0.157838 9.04346
94.4 0.158004 9.05298
94.5 0.158171 9.0625
94.6 0.158337 9.07202
94.7 0.158503 9.08154
94.8 0.158669 9.09107
94.9 0.158835 9.10059
95 0.159001 9.11011
95.1 0.159168 9.11963
95.2 0.159334 9.12915
95.3 0.1595 9.13867
95.4 0.159666 9.14819
95.5 0.159832 9.15771
95.6 0.159998 9.16723
95.7 0.160164 9.17674
95.8 0.160331 9.18626
95.9 0.160497 9.19578
96 0.160663 9.2053
96.1 0.160829 9.21482
96.2 0.160995 9.22434
96.3 0.161161 9.23385
96.4 0.161327 9.24337
96.5 0.161493 9.25289
96.6 0.161659 9.2624
96.7 0.161826 9.27192
96.8 0.161992 9.28144
96.9 0.162158 9.29095
97 0.162324 9.30047
97.1 0.16249 9.30999
97.2 0.162656 9.3195
97.3 0.162822 9.32902
97.4 0.162988 9.33853
